id,time,ipa,category,gloss,frequency
seventy,200,ˈseβuntɛːˌxundɑ̃,num,,
seventy,900,xundˈseofontij,num,,
seventy,1400,ˈsɛvəntiː,num,,
seventy,final,ˈsɛvənti,num,,
broth,-2000,ˈbʱrutom,noun,broth,1462
broth,200,ˈbruθ̠ɑ̃,noun,,
broth,900,ˈbroθ̠,noun,,
broth,1400,ˈbrɔθ̠,noun,,
broth,final,ˈbɹɒθ,noun,,
ey,-2000,ˈħegʱos,noun,ey,1258
ey,200,ˈɑɣɑz,noun,,
ey,900,ˈeje,noun,,
ey,1400,ˈeːɣə,noun,,
ey,final,ˈeɪ,noun,,
acre,-2000,ˈħegʲros,noun,acre,1142
acre,200,ˈɑkrɑz,noun,,
acre,900,ˈæker,noun,,
acre,1400,ˈaːkər,noun,,
acre,final,ˈeɪkə,noun,,
elk,-2000,ˈχelkʲos,noun,elk,1116
elk,200,ˈelxɑz,noun,,
elk,900,ˈeolx,noun,,
elk,1400,ˈɛlk,noun,,
elk,final,ˈɛlk,noun,,
hoof,-2000,ˈkʲoħpos,noun,hoof,1039
hoof,200,ˈxɔːɸɑz,noun,,
hoof,900,ˈxoːf,noun,,
hoof,1400,ˈhuːv,noun,,
bumblebee,-2000,ˈkm̩χelos,noun,bumblebee,1023
bumblebee,final,ˈbʌmbəlˌbiː,noun,,
trough,-2000,druˈkos,noun,trough,1011
trough,900,ˈtrog,noun,,
trough,1400,ˈtrɔx,noun,,
trough,final,ˈtɹɒf,noun,,
dole,-2000,ˈdʱajlom,noun,dole,1006
dole,200,ˈdɑjlɑ̃,noun,,
dole,900,ˈdɑːl,noun,,
dole,1400,ˈdɔːl,noun,,
dole,final,ˈdəʊl,noun,,
mead,-2000,ˈmedʱus,noun,mead,967
mead,200,ˈmeð̠uz,noun,,
mead,900,ˈmedu,noun,,
mead,1400,ˈmɛːd,noun,,
mead,final,ˈmiːd,noun,,
bane,-2000,ˈgʷʱonoː,noun,bane,961
bane,200,ˈbɑnɔːː,noun,,
bane,900,ˈbɑnɑ,noun,,
bane,1400,ˈbaːn,noun,,
bane,final,ˈbeɪn,noun,,
ell,-2000,χeˈʁʷleneħ,noun,ell,913
ell,200,ˈɑlinɔː,noun,,
ell,900,ˈeln,noun,,
ell,1400,ˈɛln,noun,,
ell,final,ˈɛl,noun,,
otter,-2000,uˈdros,noun,otter,903
otter,200,ˈutrɑz,noun,,
otter,900,ˈotr,noun,,
otter,1400,ˈɔtər,noun,,
otter,final,ˈɒtə,noun,,
stork,-2000,ˈsr̩gʲos,noun,stork,894
stork,900,ˈstork,noun,,
stork,1400,ˈstɔrk,noun,,
stork,final,ˈstɔːk,noun,,
roo,-2000,ˈχroχweħ,noun,roo,765
roo,200,ˈrɔːɔː,noun,,
roo,900,ˈroːw,noun,,
roo,1400,ˈrɔː,noun,,
midge,-2000,muˈχiħ,noun,midge,710
midge,200,ˈmuɣjɔː,noun,,
midge,900,ˈmyjj,noun,,
midge,1400,ˈmidʒ,noun,,
midge,final,ˈmɪd͡ʒ,noun,,
farrow,-2000,ˈporkʲos,noun,farrow,667
farrow,200,ˈɸɑrxɑz,noun,,
farrow,900,ˈfæɑrx,noun,,
farrow,final,ˈfæɹəʊ,noun,,
stead,-2000,ˈstħtis,noun,stead,643
stead,200,ˈstɑð̠iz,noun,,
stead,900,ˈstede,noun,,
stead,1400,ˈstɛːd,noun,,
stead,final,ˈstɛd,noun,,
yoke,-2000,juˈgom,noun,yoke,585
yoke,200,ˈjukɑ̃,noun,,
yoke,900,ˈjok,noun,,
yoke,1400,ˈjɔk,noun,,
yoke,final,ˈjəʊk,noun,,
ware,-2000,woˈros,adj,ware,585
ware,200,ˈwɑrɑz,adj,,
ware,900,ˈwær,adj,,
ware,final,ˈwɛə,adj,,
salve,-2000,solˈpeħ,noun,salve,510
salve,200,ˈsɑlβɔː,noun,,
salve,900,ˈsæɑlf,noun,,
salve,1400,ˈsalv,noun,,
shale,-2000,ˈskolχeħ,noun,shale,444
shale,200,ˈskɑlɔː,noun,,
shale,900,ˈʃæɑlu,noun,,
shale,final,ˈʃeɪl,noun,,
sunder,-2000,ˈsn̩χtros,adj,sunder,386
sunder,200,ˈsundrɑz,adj,,
sunder,900,ˈsundor,adj,,
ebb,-2000,ħeˈpjoːn,noun,ebb,374
ebb,200,ˈɑβjɔ̃ː,noun,,
ebb,900,ˈebbɑ,noun,,
ebb,1400,ˈɛb,noun,,
ebb,final,ˈɛb,noun,,
bough,-2000,bʱeħˈgʲʱus,noun,bough,356
bough,200,ˈbɔːɣuz,noun,,
bough,900,ˈboːg,noun,,
bough,final,ˈbaʊ̯,noun,,
lather,-2000,ˈlowʁʷtrom,noun,lather,346
lather,200,ˈlɑwθ̠rɑ̃,noun,,
lather,900,ˈlæɑːθ̠or,noun,,
lather,final,ˈlɑːðə,noun,,
wort,-2000,ˈwreħds,noun,wort,247
wort,200,ˈwrɔːts,noun,,
wort,900,ˈwyrt,noun,,
wort,1400,ˈwirt,noun,,
wort,final,ˈwɜːt,noun,,
fallow,-2000,polˈχwos,adj,fallow,235
fallow,200,ˈɸɑlwɑz,adj,,
fallow,900,ˈfæɑlu,adj,,
neve,-2000,ˈnepoː,noun,neve,233
neve,200,ˈneɸɔːː,noun,,
neve,900,ˈnefɑ,noun,,
neve,1400,ˈnɛːv,noun,,
neve,final,ˈniːv,noun,,
ream,-2000,ˈrewgʱmn̩,noun,ream,203
ream,200,ˈrɑwmɑz,noun,,
ream,900,ˈræɑːm,noun,,
ream,1400,ˈrɛːm,noun,,
ream,final,ˈɹiːm,noun,,
dere,-2000,ˈdʱorʁʷeħ,noun,dere,199
dere,200,ˈdɑrɔː,noun,,
dere,900,ˈdɑru,noun,,
dere,1400,ˈdeːr,noun,,
dere,final,ˈdɪə,noun,,
bequest,-2000,ˈgʷettis,noun,bequest,189
bequest,200,ˈkʷissiz,noun,,
bequest,1400,ˈkwist,noun,,
bequest,final,bɪˈkwɛst,noun,,
loath,-2000,ˈħlejtos,adj,loath,169
loath,200,ˈlɑjθ̠ɑz,adj,,
loath,900,ˈlɑːθ̠,adj,,
loath,1400,ˈlɔːθ̠,adj,,
loath,final,ˈləʊθ,adj,,
gome,-2000,gʲʱm̩ˈoː,noun,gome,1
gome,200,ˈɣumɔːː,noun,,
gome,900,ˈgumɑ,noun,,
gome,1400,ˈgoːm,noun,,
gome,final,ˈgʌm,noun,,
lede,-2000,ˈχlewdʱis,noun,lede,1
lede,200,ˈliwð̠iz,noun,,
lede,900,ˈleoːd,noun,,
lede,1400,ˈleːd,noun,,
lede,final,ˈliːd,noun,,
theed,-2000,tewˈteħ,noun,theed,1
theed,200,ˈθ̠ewð̠ɔː,noun,,
theed,900,ˈθ̠eoːd,noun,,
theed,1400,ˈθ̠øːd,noun,,
theed,final,ˈθiːd,noun,,
wath,-2000,ˈwadʱom,noun,wath,1
wath,200,ˈwɑð̠ɑ̃,noun,,
wath,900,ˈwæːd,noun,,
wath,1400,ˈwaθ̠,noun,,
wath,final,ˈwæθ,noun,,
sweven,-2000,ˈswepnos,noun,sweven,1
sweven,200,ˈsweɸnɑz,noun,,
sweven,900,ˈswefn,noun,,
sweven,1400,ˈswɛvən,noun,,
sweven,final,ˈswɛvən,noun,,
quean,-2000,gʷeˈnoːn,noun,quean,1
quean,200,ˈkʷenɔ̃ː,noun,,
quean,900,ˈkwene,noun,,
quean,1400,ˈkweːn,noun,,
quean,final,ˈkwiːn,noun,,
meed,-2000,misˈdʱeħ,noun,meed,1
meed,200,ˈmizdɔː,noun,,
meed,900,ˈmeːd,noun,,
meed,1400,ˈmɛːd,noun,,
meed,final,ˈmiːd,noun,,
nift,-2000,ˈneptis,noun,nift,1
nift,200,ˈniɸtiz,noun,,
nift,900,ˈnift,noun,,
nift,1400,ˈnift,noun,,
nift,final,ˈnɪft,noun,,
sallow,-2000,soˈlwos,adj,sallow,1
sallow,200,ˈsɑlwɑz,adj,,
sallow,900,ˈsɑlu,adj,,
sallow,1400,ˈsalɔw,adj,,
sallow,final,ˈsæləʊ,adj,,
tallow,-2000,ˈdolgʱos,noun,tallow,1
tallow,200,ˈtɑlɣɑz,noun,,
tallow,900,ˈtælg,noun,,
tallow,1400,ˈtalɔw,noun,,
tallow,final,ˈtæloʊ,noun,,
erf,-2000,ˈʁʷorbʱjom,noun,erf,1
erf,200,ˈɑrβijɑ̃,noun,,
erf,900,ˈiyrfe,noun,,
erf,1400,ˈɛrv,noun,,
erf,final,ˈɜːf,noun,,
atter,-2000,ˈħejdrom,noun,atter,1
atter,200,ˈɑjtrɑ̃,noun,,
atter,900,ˈɑːtor,noun,,
atter,1400,ˈatər,noun,,
atter,final,ˈætəɹ,noun,,
welkin,-2000,wl̩ˈgnos,noun,welkin,1
welkin,200,ˈwulknɑ̃,noun,,
welkin,900,ˈwolkn,noun,,
welkin,1400,ˈwɛlkən,noun,,
welkin,final,ˈwɛlkɪn,noun,,
barm,-2000,ˈbʱormos,noun,barm,1
barm,200,ˈbɑrmɑz,noun,,
barm,900,ˈbæɑrm,noun,,
barm,1400,ˈbarm,noun,,
barm,final,ˈbɑːm,noun,,
gudą,-2000,gʲʱuˈtom,noun,gudą,1
gudą,200,ˈɣuð̠ɑ̃,noun,,
gudą,900,ˈgoːd,noun,,
gudą,1400,ˈgɔd,noun,,
halmaz,-2000,ˈkʲolħmos,noun,halmaz,1
halmaz,200,ˈxɑlmɑz,noun,,
halmaz,900,ˈxæɑlm,noun,,
halmaz,1400,ˈhalm,noun,,
segaz,-2000,ˈsegʲʱos,noun,segaz,1
segaz,200,ˈseɣɑz,noun,,
segaz,900,ˈsije,noun,,
segaz,1400,ˈsig,noun,,
ainaz,-2000,ˈχojnos,num,ainaz,1
ainaz,200,ˈɑjnɑz,num,,
ainaz,900,ˈɑːn,num,,
ainaz,1400,ˈɔːn,num,,
hundą,-2000,kʲm̩ˈtom,noun,hundą,1
hundą,200,ˈxundɑ̃,noun,,
hundą,900,ˈxund,noun,,
hundą,1400,ˈhund,noun,,
fadēr,-2000,ˈpħteːr,noun,fadēr,1
fadēr,200,ˈɸɑð̠ɛːr,noun,,
fadēr,900,ˈfæder,noun,,
fadēr,1400,ˈfadər,noun,,
mōdēr,-2000,meħˈteːr,noun,mōdēr,1
mōdēr,200,ˈmɔːð̠ɛːr,noun,,
mōdēr,900,ˈmoːdor,noun,,
mōdēr,1400,ˈmoːdər,noun,,
tehundô,-2000,ˈdekʲm̩toː,adj,tehundô,1
tehundô,200,ˈtexundɔːː,adj,,
tehundô,900,ˈteoːθ̠ɑ,adj,,
tehundô,1400,ˈtɛnð̠,adj,,
snaiwaz,-2000,ˈsnojgʷʱos,noun,snaiwaz,1
snaiwaz,200,ˈsnɑjwɑz,noun,,
snaiwaz,900,ˈsnɑːw,noun,,
snaiwaz,1400,ˈsnɑw,noun,,
harjaz,-2000,ˈkorjos,noun,harjaz,1
harjaz,200,ˈxɑrjɑz,noun,,
harjaz,900,ˈxere,noun,,
harjaz,1400,ˈhɛːr,noun,,
raudaz,-2000,χrowˈdʱos,adj,raudaz,1
raudaz,200,ˈrɑwð̠ɑz,adj,,
raudaz,900,ˈræɑːd,adj,,
raudaz,1400,ˈrɛːd,adj,,
watōr,-2000,ˈwodoːr,noun,watōr,1
watōr,200,ˈwɑtɔːr,noun,,
watōr,900,ˈwæter,noun,,
watōr,1400,ˈwatər,noun,,
ahwō,-2000,ˈħekʷeħ,noun,ahwō,1
ahwō,200,ˈɑxʷɔː,noun,,
ahwō,900,ˈæɑː,noun,,
ahwō,1400,ˈɛː,noun,,
ausô,-2000,ˈħoːws,noun,ausô,1
ausô,200,ˈɑwsɔːː,noun,,
ausô,900,ˈæɑːre,noun,,
ausô,1400,ˈɛːr,noun,,
nahts,-2000,ˈnokʷts,noun,nahts,1
nahts,200,ˈnɑxts,noun,,
nahts,900,ˈnixt,noun,,
nahts,1400,ˈnixt,noun,,
couth,-2000,ˈgʲn̩ʁʷtos,adj,couth,1
couth,200,ˈkunθ̠ɑz,adj,,
couth,900,ˈkuːθ̠,adj,,
couth,final,ˈkuːθ,adj,,
werką,-2000,ˈwergʲom,noun,werką,1
werką,200,ˈwerkɑ̃,noun,,
werką,900,ˈweork,noun,,
werką,1400,ˈwɛrk,noun,,
anguz,-2000,ˈħengʲʱus,adj,anguz,1
anguz,200,ˈɑŋguz,adj,,
anguz,900,ˈɑnge,adj,,
anguz,1400,ˈang,adj,,
arbaidiz,-2000,ˈʁʷorbʱos,noun,arbaidiz,1
arbaidiz,200,ˈɑrβɑjð̠iz,noun,,
arbaidiz,900,ˈæɑrfoθ̠e,noun,,
arbaidiz,1400,ˈarvəð̠,noun,,
namô,-2000,ˈχnomoː,noun,namô,1
namô,200,ˈnɑmɔːː,noun,,
namô,900,ˈnɑmɑ,noun,,
namô,1400,ˈnaːm,noun,,
garfish,-2000,gʲʱojˈsos,noun,garfish,1
garfish,200,ˈɣɑjzɑz,noun,,
garfish,900,ˈgɑːr,noun,,
garfish,1400,ˈgɔːr,noun,,
rehtaz,-2000,ʁʷregʲˈtos,adj,rehtaz,1
rehtaz,200,ˈrextɑz,adj,,
rehtaz,900,ˈrixt,adj,,
rehtaz,1400,ˈrixt,adj,,
haimaz,-2000,ˈkʲojmos,noun,haimaz,1
haimaz,200,ˈxɑjmɑz,noun,,
haimaz,900,ˈxɑːm,noun,,
haimaz,1400,ˈhɔːm,noun,,
weraz,-2000,wiˈχros,noun,weraz,1
weraz,200,ˈwirɑz,noun,,
weraz,900,ˈwer,noun,,
weraz,1400,ˈwɛr,noun,,
wurmiz,-2000,ˈwr̩mis,noun,wurmiz,1
wurmiz,200,ˈwurmiz,noun,,
wurmiz,900,ˈwyrm,noun,,
wurmiz,1400,ˈwurm,noun,,
wagnaz,-2000,ˈwogʲʱnos,noun,wagnaz,1
wagnaz,200,ˈwɑɣnɑz,noun,,
wagnaz,900,ˈwæjn,noun,,
wagnaz,1400,ˈwæjn,noun,,
arsaz,-2000,ˈχorsos,noun,arsaz,1
arsaz,200,ˈɑrsɑz,noun,,
arsaz,900,ˈæɑrs,noun,,
arsaz,1400,ˈars,noun,,
tharm,-2000,ˈtormos,noun,tharm,1
tharm,200,ˈθ̠ɑrmɑz,noun,,
tharm,900,ˈθ̠æɑrm,noun,,
tharm,1400,ˈθ̠arm,noun,,
ajją,-2000,ħoːwˈjom,noun,ajją,1
ajją,200,ˈɑjjɑ̃,noun,,
ajją,900,ˈæːj,noun,,
ajją,1400,ˈæj,noun,,
anadz,-2000,ˈħenħets,noun,anadz,1
anadz,200,ˈɑnɑdz,noun,,
anadz,900,ˈened,noun,,
anadz,1400,ˈeːnd,noun,,
lauhaz,-2000,ˈlowkos,noun,lauhaz,1
lauhaz,200,ˈlɑwxɑz,noun,,
lauhaz,900,ˈlæɑːx,noun,,
lauhaz,1400,ˈlæj,noun,,
gelwaz,-2000,gʲʱelˈʁʷwos,adj,gelwaz,1
gelwaz,200,ˈɣelwɑz,adj,,
gelwaz,900,ˈjeolu,adj,,
gelwaz,1400,ˈjɛlɔw,adj,,
snuzō,-2000,snuˈseħ,noun,snuzō,1
snuzō,200,ˈsnuzɔː,noun,,
snuzō,900,ˈsnoru,noun,,
snuzō,1400,ˈsnɔːr,noun,,
wihtiz,-2000,ˈwekʷtis,noun,wihtiz,1
wihtiz,200,ˈwixtiz,noun,,
wihtiz,900,ˈwixt,noun,,
wihtiz,1400,ˈwixt,noun,,
alaz,-2000,ˈχolos,noun,alaz,1
alaz,200,ˈɑlɑz,noun,,
alaz,900,ˈæl,noun,,
alaz,1400,ˈal,noun,,
gaukaz,-2000,ˈgʱegʱugʲʱos,noun,gaukaz,1
gaukaz,200,ˈɣɑwkɑz,noun,,
gaukaz,900,ˈjæɑːk,noun,,
gaukaz,1400,ˈjɛːk,noun,,
ferhuz,-2000,ˈperkus,noun,ferhuz,1
ferhuz,200,ˈɸerxuz,noun,,
ferhuz,900,ˈfeorx,noun,,
ferhuz,1400,ˈfɛːr,noun,,
lindō,-2000,lenˈteħ,noun,lindō,1
lindō,200,ˈlindɔː,noun,,
lindō,900,ˈlind,noun,,
lindō,1400,ˈliːn,noun,,
kwernō,-2000,gʷerˈħneħ,noun,kwernō,1
kwernō,200,ˈkʷernɔː,noun,,
kwernō,900,ˈkweorn,noun,,
kwernō,1400,ˈkwɛrn,noun,,
funsaz,-2000,ˈpn̩tstos,adj,funsaz,1
funsaz,200,ˈɸunsɑz,adj,,
funsaz,900,ˈfuːs,adj,,
funsaz,1400,ˈfuːs,adj,,
faihaz,-2000,ˈpojkʲos,adj,faihaz,1
faihaz,200,ˈɸɑjxɑz,adj,,
faihaz,900,ˈfɑːx,adj,,
faihaz,1400,ˈfɔw,adj,,
buttaz-end,-2000,bʱuˈdʱnos,noun,buttaz-end,1
buttaz-end,200,ˈbuttɑz,noun,,
buttaz-end,900,ˈbytt,noun,,
buttaz-end,1400,ˈbut,noun,,
klūtaz,-2000,ˈglewdos,noun,klūtaz,1
klūtaz,200,ˈkluːtɑz,noun,,
klūtaz,900,ˈkluːt,noun,,
klūtaz,1400,ˈkluːt,noun,,
mēkijaz,-2000,ˈmeːgʲejos,noun,mēkijaz,1
mēkijaz,200,ˈmɛːkijɑz,noun,,
mēkijaz,900,ˈmæːt͡ʃe,noun,,
mēkijaz,1400,ˈmeːt͡ʃ,noun,,
wapsō,-2000,ˈwobʱseħ,noun,wapsō,1
wapsō,200,ˈwɑpsɔː,noun,,
wapsō,900,ˈwæps,noun,,
wapsō,1400,ˈwasp,noun,,
hūsą,-2000,ˈkuχsom,noun,hūsą,1
hūsą,200,ˈxuːsɑ̃,noun,,
hūsą,900,ˈxuːs,noun,,
hūsą,1400,ˈhuːs,noun,,
hauhaz,-2000,ˈkowkos,adj,hauhaz,1
hauhaz,200,ˈxɑwxɑz,adj,,
hauhaz,900,ˈxæɑːx,adj,,
hauhaz,1400,ˈheːx,adj,,
munþaz,-2000,mn̩ˈtos,noun,munþaz,1
munþaz,200,ˈmunθ̠ɑz,noun,,
munþaz,900,ˈmuːθ̠,noun,,
munþaz,1400,ˈmuːθ̠,noun,,
fulką,-2000,pl̩χˈgos,noun,fulką,1
fulką,200,ˈɸulkɑ̃,noun,,
fulką,900,ˈfolk,noun,,
fulką,1400,ˈfɔlk,noun,,
haiduz,-2000,kojˈtus,noun,haiduz,1
haiduz,200,ˈxɑjð̠uz,noun,,
haiduz,900,ˈxɑːd,noun,,
haiduz,1400,ˈhɔːd,noun,,
wīsaz,-2000,wejˈdsos,adj,wīsaz,1
wīsaz,200,ˈwiːsɑz,adj,,
wīsaz,900,ˈwiːs,adj,,
wīsaz,1400,ˈwiːs,adj,,
bladą,-2000,bʱl̩ʁʷˈtom,noun,bladą,1
bladą,200,ˈblɑð̠ɑ̃,noun,,
bladą,900,ˈblæd,noun,,
bladą,1400,ˈblaːd,noun,,
mundō,-2000,ˈmħnteħ,noun,mundō,1
mundō,200,ˈmundɔː,noun,,
mundō,900,ˈmund,noun,,
mundō,1400,ˈmuːnd,noun,,
anadô,-2000,ˈħenχdʱoː,noun,anadô,1
anadô,200,ˈɑnɑð̠ɔːː,noun,,
anadô,900,ˈɑndɑ,noun,,
anadô,1400,ˈɔːnd,noun,,
haisiz,-2000,ˈkojdtis,noun,haisiz,1
haisiz,200,ˈxɑjsiz,noun,,
haisiz,900,ˈxæːs,noun,,
haisiz,1400,ˈhɛst,noun,,
gernaz,-2000,ˈgʲʱerχnos,adj,gernaz,1
gernaz,200,ˈɣernɑz,adj,,
gernaz,900,ˈjeorn,adj,,
gernaz,1400,ˈjɛːrn,adj,,
aizō,-2000,ħojˈseħ,noun,aizō,1
aizō,200,ˈɑjzɔː,noun,,
aizō,900,ˈɑːr,noun,,
aizō,1400,ˈɔːr,noun,,
bōniz,-2000,ˈbʱeħnis,noun,bōniz,1
bōniz,200,ˈbɔːniz,noun,,
bōniz,900,ˈbeːn,noun,,
bōniz,1400,ˈbɛːn,noun,,
skaduz,-2000,ˈkʲʁʷtus,noun,skaduz,1
skaduz,200,ˈskɑð̠uz,noun,,
skaduz,900,ˈʃɑdu,noun,,
skaduz,1400,ˈʃaːd,noun,,
haitaz,-2000,ˈkeχidos,adj,haitaz,1
haitaz,200,ˈxɑjtɑz,adj,,
haitaz,900,ˈxɑːt,adj,,
haitaz,1400,ˈhɔːt,adj,,
stabaz,-2000,ˈstobʱos,noun,stabaz,1
stabaz,200,ˈstɑβɑz,noun,,
stabaz,900,ˈstæf,noun,,
stabaz,1400,ˈstaf,noun,,
eath,-2000,ˈħewtus,adj,eath,1
eath,200,ˈɑwθ̠uz,adj,,
eath,900,ˈiyːθ̠e,adj,,
eath,1400,ˈɛːð̠,adj,,
stōraz,-2000,ˈsteħuros,adj,stōraz,1
stōraz,200,ˈstɔːrɑz,adj,,
stōraz,900,ˈstoːr,adj,,
stōraz,1400,ˈstɔːr,adj,,
gangaz,-2000,ˈgʲʱongʱos,noun,gangaz,1
gangaz,200,ˈɣɑŋgɑz,noun,,
gangaz,900,ˈgɑng,noun,,
gangaz,1400,ˈgɔng,noun,,
gulþīnaz,-2000,ˈgʲʱolʁʷtinos,adj,gulþīnaz,1
gulþīnaz,200,ˈɣulθ̠iːnɑz,adj,,
gulþīnaz,900,ˈgylden,adj,,
gulþīnaz,1400,ˈgiːldən,adj,,
duniz,-2000,ˈdʱunis,noun,duniz,1
duniz,200,ˈduniz,noun,,
duniz,900,ˈdyne,noun,,
duniz,1400,ˈdin,noun,,
angô-bend,-2000,ˈħenkoː,noun,angô-bend,1
angô-bend,200,ˈɑŋgɔːː,noun,,
angô-bend,900,ˈɑngɑ,noun,,
angô-bend,1400,ˈang,noun,,
gastiz,-2000,ˈgʱostis,noun,gastiz,1
gastiz,200,ˈɣɑstiz,noun,,
gastiz,900,ˈjiyst,noun,,
ansuz,-2000,ˈħemsus,noun,ansuz,1
ansuz,200,ˈɑnsuz,noun,,
ansuz,900,ˈoːs,noun,,
tiw,-2000,dejˈwos,noun,Tiw,1
tiw,200,ˈtiːwɑz,noun,,
tiw,900,ˈtiːw,noun,,
ehwaz,-2000,ˈχekʲwos,noun,ehwaz,1
ehwaz,200,ˈexʷɑz,noun,,
ehwaz,900,ˈeox,noun,,
maguz,-2000,ˈmogʱus,noun,maguz,1
maguz,200,ˈmɑɣuz,noun,,
maguz,900,ˈmɑgu,noun,,
gunþiz,-2000,ˈgʷʱn̩tis,noun,gunþiz,1
gunþiz,200,ˈɣunθ̠iz,noun,,
gunþiz,900,ˈguːθ̠,noun,,
halsaz,-2000,ˈkolsos,noun,halsaz,1
halsaz,200,ˈxɑlsɑz,noun,,
halsaz,900,ˈxæɑls,noun,,
albī,-2000,ˈalbʱiħ,noun,albī,1
albī,200,ˈɑlβiː,noun,,
albī,900,ˈælf,noun,,
wissaz,-2000,widˈtos,adj,wissaz,1
wissaz,200,ˈwissɑz,adj,,
wissaz,900,ˈwiːs,adj,,
bergaz,-2000,ˈbʱergʲʱos,noun,bergaz,1
bergaz,200,ˈberɣɑz,noun,,
bergaz,900,ˈbeorg,noun,,
kundaz,-2000,gʲn̩χˈtos,adj,kundaz,1
kundaz,200,ˈkundɑz,adj,,
kundaz,900,ˈkund,adj,,
sessaz,-2000,sedˈtos,noun,sessaz,1
sessaz,200,ˈsessɑz,noun,,
sessaz,900,ˈsess,noun,,
hwassaz,-2000,ˈkʷχdtos,adj,hwassaz,1
hwassaz,200,ˈxʷɑssɑz,adj,,
hwassaz,900,ˈxwæs,adj,,
hleuþrą,-2000,ˈkʲlewtrom,noun,hleuþrą,1
hleuþrą,200,ˈxlewθ̠rɑ̃,noun,,
hleuþrą,900,ˈxleoːθ̠or,noun,,
niþjaz,-2000,ˈnitjos,noun,niþjaz,1
niþjaz,200,ˈniθ̠jɑz,noun,,
niþjaz,900,ˈniθ̠θ̠ɑs,noun,,
swehuraz,-2000,ˈswekʲuros,noun,swehuraz,1
swehuraz,200,ˈswexurɑz,noun,,
swehuraz,900,ˈsweoːr,noun,,
marhaz,-2000,ˈmarkos,noun,marhaz,1
marhaz,200,ˈmɑrxɑz,noun,,
marhaz,900,ˈmæɑrx,noun,,
haftaz,-2000,ˈkħptos,adj,haftaz,1
haftaz,200,ˈxɑɸtɑz,adj,,
haftaz,900,ˈxæft,adj,,
swegrō,-2000,sweˈkʲreħ,noun,swegrō,1
swegrō,200,ˈsweɣrɔː,noun,,
swegrō,900,ˈswejer,noun,,
hafraz,-2000,ˈkapros,noun,hafraz,1
hafraz,200,ˈxɑɸrɑz,noun,,
hafraz,900,ˈxæfer,noun,,
keulaz,-2000,ˈgewlos,noun,keulaz,1
keulaz,200,ˈkewlɑz,noun,,
keulaz,900,ˈt͡ʃeoːl,noun,,
nasō,-2000,ˈnħ̩seħ,noun,nasō,1
nasō,200,ˈnɑsɔː,noun,,
nasō,900,ˈnɑsu,noun,,
neurô,-2000,neˈgʷʱroː,noun,neurô,1
neurô,200,ˈnewrɔːː,noun,,
neurô,1400,ˈneːr,noun,,
fulmō,-2000,ˈpl̩ħmeħ,noun,fulmō,1
fulmō,200,ˈɸulmɔː,noun,,
fulmō,900,ˈfolm,noun,,
weer,-2000,ˈweχros,adj,weer,1
weer,200,ˈwɛːrɑz,adj,,
weer,900,ˈwæːr,adj,,
inkô,-2000,ˈχengoː,noun,inkô,1
inkô,200,ˈiŋkɔːː,noun,,
inkô,900,ˈinkɑ,noun,,
aiwaz,-2000,ˈħoju,noun,aiwaz,1
aiwaz,200,ˈɑjwɑz,noun,,
aiwaz,900,ˈɑː,noun,,
heruz,-2000,ˈkʲerus,noun,heruz,1
heruz,200,ˈxeruz,noun,,
heruz,900,ˈxeoru,noun,,
aibraz,-2000,ˈħejbʱros,adj,aibraz,1
aibraz,200,ˈɑjβrɑz,adj,,
aibraz,900,ˈɑːfor,adj,,
tulguz,-2000,dl̩χˈgʱus,adj,tulguz,1
tulguz,200,ˈtulɣuz,adj,,
tulguz,900,ˈtulge,adj,,
sengreen,-2000,ˈsenis,adj,sengreen,1
sengreen,200,ˈsiniz,adj,,
sengreen,900,ˈsin,adj,,
magraz,-2000,ˈmħkʲros,adj,magraz,1
magraz,200,ˈmɑɣrɑz,adj,,
magraz,900,ˈmæjer,adj,,
murth,-2000,ˈmr̩tom,noun,murth,1
murth,200,ˈmurθ̠ɑ̃,noun,,
murth,900,ˈmorθ̠,noun,,
kurþrą,-2000,ˈħgr̩trom,noun,kurþrą,1
kurþrą,200,ˈkurθ̠rɑ̃,noun,,
kurþrą,900,ˈkorθ̠er,noun,,
sīmô,-2000,sħiˈmoː,noun,sīmô,1
sīmô,200,ˈsiːmɔːː,noun,,
sīmô,900,ˈsiːmɑ,noun,,
trumaz,-2000,ˈdrumos,noun,trumaz,1
trumaz,200,ˈtrumɑz,noun,,
trumaz,900,ˈwyrtˌtrumɑ,noun,,
farmaz,-2000,ˈpormos,noun,farmaz,1
farmaz,200,ˈɸɑrmɑz,noun,,
farmaz,900,ˈfæɑrm,noun,,
fetą,-2000,peˈdom,noun,fetą,1
fetą,200,ˈɸetɑ̃,noun,,
fetą,900,ˈsiːθ̠ˌfæt,noun,,
abuhaz,-2000,ˈħepoʁʷkʷos,adj,abuhaz,1
abuhaz,200,ˈɑβuxɑz,adj,,
abuhaz,900,ˈɑfuxliːt͡ʃ,adj,,
snood,-2000,snoχˈteħ,noun,snood,1
snood,200,ˈsnɔːð̠ɔː,noun,,
snood,final,ˈsnuːd,noun,,
berkō,-2000,bʱerχˈgʲeħ,noun,berkō,1
berkō,200,ˈberkɔː,noun,,
berkō,900,ˈbeork,noun,,
wurhtiz,-2000,wr̩gʲˈtis,noun,wurhtiz,1
wurhtiz,200,ˈwurxtiz,noun,,
